"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1:58" "P04" 2355994 "Run1" 4 "0%" "0" 0 4 0 1 0.214792
"1:59" "P04" 2381130 "Run1" 5 "50%" "3" 1 0 25 1 0.284711
"1:60" "P04" 2407082 "Run1" 6 "75%" "0" 0 17 0 1 0.238636
"1:61" "P04" 2433010 "Run1" 7 "75%" "0" 0 24 0 1 0.22615
"1:62" "P04" 2457106 "Run1" 8 "100%" "2" 1 0 11 1 0.278039
"1:63" "P04" 2484482 "Run1" 9 "75%" "0" 0 0 0 1 0.222808
"1:64" "P04" 2508530 "Run1" 10 "25%" "0" 0 13 0 1 0.220751
"1:65" "P04" 2534226 "Run1" 11 "50%" "0" 0 0 0 1 0.258082
"1:66" "P04" 2561546 "Run1" 12 "50%" "0" 0 16 0 1 0.238344
"1:67" "P04" 2585746 "Run1" 13 "25%" "0" 0 0 0 1 0.244241
"1:68" "P04" 2611978 "Run1" 14 "25%" "0" 0 4 0 1 0.21838
"1:69" "P04" 2636482 "Run1" 15 "100%" "3" 1 0 22 1 0.267953
"1:70" "P04" 2662490 "Run1" 16 "25%" "2" 1 0 15 1 0.288363
"1:71" "P04" 2686922 "Run1" 17 "0%" "0" 0 0 0 1 0.232957
"1:72" "P04" 2713121 "Run1" 18 "75%" "1" 1 0 7 1 0.254228
"1:73" "P04" 2812937 "Run2" 1 "50%" "0" 0 22 0 1 0.252705
"1:74" "P04" 2837553 "Run2" 2 "100%" "3" 1 0 22 1 0.310499
"1:75" "P04" 2865129 "Run2" 3 "75%" "0" 0 6 0 1 0.238981
"1:76" "P04" 2890265 "Run2" 4 "100%" "1" 1 0 8 1 0.263547
"1:77" "P04" 2914745 "Run2" 5 "100%" "2" 1 0 14 1 0.26872
"1:78" "P04" 2941561 "Run2" 6 "25%" "0" 0 5 0 1 0.231694
"1:79" "P04" 2966617 "Run2" 7 "0%" "0" 0 0 0 1 0.237235
"1:80" "P04" 2992793 "Run2" 8 "0%" "0" 0 0 0 1 0.236608
"1:81" "P04" 3015809 "Run2" 9 "25%" "3" 1 0 19 1 0.301952
"1:82" "P04" 3042001 "Run2" 10 "75%" "0" 0 18 0 1 0.246598
"1:83" "P04" 3067665 "Run2" 11 "50%" "0" 0 18 0 1 0.230147
"1:84" "P04" 3092041 "Run2" 12 "25%" "0" 0 18 0 1 0.224549
"1:85" "P04" 3118681 "Run2" 13 "50%" "1" 1 0 7 1 0.265069
"1:86" "P04" 3147081 "Run2" 14 "25%" "0" 0 2 0 1 0.210705
"1:87" "P04" 3172049 "Run2" 15 "75%" "0" 0 19 0 1 0.230109
"1:88" "P04" 3197657 "Run2" 16 "50%" "0" 0 4 0 1 0.254275
"1:89" "P04" 3221953 "Run2" 17 "0%" "0" 0 0 0 1 0.234388
"1:90" "P04" 3247369 "Run2" 18 "75%" "2" 1 0 10 1 0.316013
"1:91" "P04" 3346817 "Run3" 1 "0%" "0" 0 0 0 1 0.223053
"1:92" "P04" 3371601 "Run3" 2 "100%" "2" 1 0 13 1 0.290049
"1:93" "P04" 3395049 "Run3" 3 "50%" "0" 0 24 0 1 0.208771
"1:94" "P04" 3422553 "Run3" 4 "25%" "0" 0 9 0 1 0.234496
"1:95" "P04" 3447978 "Run3" 5 "0%" "0" 0 6 0 1 0.235391
"1:96" "P04" 3473873 "Run3" 6 "50%" "0" 0 8 0 1 0.210785
"1:97" "P04" 3499457 "Run3" 7 "25%" "0" 0 16 0 1 0.248271
"1:98" "P04" 3525209 "Run3" 8 "25%" "1" 1 0 5 1 0.275846
"1:99" "P04" 3549641 "Run3" 9 "100%" "1" 1 0 3 1 0.2465
"1:100" "P04" 3576481 "Run3" 10 "50%" "2" 1 0 10 1 0.277838
"1:101" "P04" 3601081 "Run3" 11 "50%" "0" 0 17 0 1 0.23079
"1:102" "P04" 3627497 "Run3" 12 "75%" "0" 0 17 0 1 0.234048
"1:103" "P04" 3652513 "Run3" 13 "25%" "0" 0 4 0 1 0.261369
"1:104" "P04" 3679737 "Run3" 14 "75%" "0" 0 4 0 1 0.239641
"1:105" "P04" 3703897 "Run3" 15 "75%" "0" 0 15 0 1 0.237838
"1:106" "P04" 3726473 "Run3" 16 "100%" "3" 1 0 23 1 0.306631
"1:107" "P04" 3749793 "Run3" 17 "75%" "3" 1 0 22 1 0.247916
"1:108" "P04" 3776841 "Run3" 18 "0%" "0" 0 4 0 1 0.259317
"1:109" "P05" 2096473 "Run1" 1 "0%" "0" 0 64 0 1 0.00772031
"1:110" "P05" 2121889 "Run1" 2 "50%" "0" 0 70 0 1 0.00808452
"1:111" "P05" 2147025 "Run1" 3 "50%" "0" 0 10 0 1 0.00896384
"1:112" "P05" 2172921 "Run1" 4 "0%" "0" 0 0 0 1 0.0122093
"1:113" "P05" 2199881 "Run1" 5 "25%" "0" 0 63 0 1 0.0102339
"1:114" "P05" 2224857 "Run1" 6 "100%" "2" 1 0 26 1 0.0103495
"1:115" "P05" 2248393 "Run1" 7 "25%" "1" 1 0 32 1 0.0109617
"1:116" "P05" 2273513 "Run1" 8 "0%" "0" 0 0 0 1 0.0130813
"1:117" "P05" 2296641 "Run1" 9 "100%" "3" 1 0 80 1 0.00912729
"1:118" "P05" 2322337 "Run1" 10 "50%" "0" 0 19 0 1 0.0110447
"1:119" "P05" 2346393 "Run1" 11 "75%" "3" 1 0 89 1 0.00908805
"1:120" "P05" 2370761 "Run1" 12 "100%" "1" 1 0 27 1 0.0106568
"1:121" "P05" 2395945 "Run1" 13 "75%" "0" 0 81 0 1 0.0123
"1:122" "P05" 2419888 "Run1" 14 "75%" "0" 0 93 0 1 0.00881863
"1:123" "P05" 2443968 "Run1" 15 "25%" "0" 0 7 0 1 0.0116788
"1:124" "P05" 2468560 "Run1" 16 "25%" "0" 0 8 0 1 0.0127491
"1:125" "P05" 2491416 "Run1" 17 "75%" "0" 0 62 0 1 0.0109253
"1:126" "P05" 2517040 "Run1" 18 "50%" "2" 1 0 67 1 0.0108738
"1:127" "P05" 2616272 "Run2" 1 "50%" "0" 0 95 0 1 0.0102059
"1:128" "P05" 2639104 "Run2" 2 "25%" "0" 0 78 0 1 0.0100469
"1:129" "P05" 2662272 "Run2" 3 "50%" "1" 1 0 21 1 0.0116051
"1:130" "P05" 2691944 "Run2" 4 "0%" "0" 0 0 0 1 0.0144253
"1:131" "P05" 2718624 "Run2" 5 "50%" "0" 0 25 0 1 0.0125017
"1:132" "P05" 2742744 "Run2" 6 "25%" "0" 0 27 0 1 0.013515
"1:133" "P05" 2768072 "Run2" 7 "75%" "0" 0 89 0 1 0.0104149
"1:134" "P05" 2792768 "Run2" 8 "75%" "0" 0 72 0 1 0.0131406
"1:135" "P05" 2816400 "Run2" 9 "25%" "0" 0 6 0 1 0.0144098
"1:136" "P05" 2839920 "Run2" 10 "100%" "2" 1 0 67 1 0.0127563
"1:137" "P05" 2865368 "Run2" 11 "100%" "1" 1 0 16 1 0.015187
"1:138" "P05" 2893776 "Run2" 12 "0%" "0" 0 0 0 1 0.0107677
"1:139" "P05" 2919024 "Run2" 13 "25%" "3" 1 0 100 1 0.0172224
"1:140" "P05" 2943352 "Run2" 14 "0%" "0" 0 12 0 1 0.013679
"1:141" "P05" 2968280 "Run2" 15 "75%" "0" 0 9 0 1 0.0138969
"1:142" "P05" 2994304 "Run2" 16 "100%" "3" 1 0 85 1 0.00939625
"1:143" "P05" 3019384 "Run2" 17 "50%" "0" 0 9 0 1 0.0142531
"1:144" "P05" 3041304 "Run2" 18 "75%" "2" 1 0 60 1 0.0127221
"1:145" "P05" 3140440 "Run3" 1 "50%" "0" 0 72 0 1 0.0142737
"1:146" "P05" 3164664 "Run3" 2 "25%" "0" 0 13 0 1 0.0184664
"1:147" "P05" 3187880 "Run3" 3 "25%" "0" 0 82 0 1 0.0187084
"1:148" "P05" 3212600 "Run3" 4 "75%" "0" 0 74 0 1 0.0205771
"1:149" "P05" 3236920 "Run3" 5 "50%" "3" 1 0 96 1 0.0151219
"1:150" "P05" 3262344 "Run3" 6 "100%" "2" 1 0 60 1 0.0115592
"1:151" "P05" 3287976 "Run3" 7 "75%" "1" 1 0 34 1 0.0189646
"1:152" "P05" 3315728 "Run3" 8 "50%" "0" 0 19 0 1 0.0203761
"1:153" "P05" 3341520 "Run3" 9 "0%" "0" 0 0 0 1 0.021445
"1:154" "P05" 3367680 "Run3" 10 "25%" "0" 0 0 0 1 0.0216473
"1:155" "P05" 3391832 "Run3" 11 "75%" "0" 0 61 0 1 0.0215264
"1:156" "P05" 3417928 "Run3" 12 "25%" "2" 1 0 71 1 0.0152712
"1:157" "P05" 3444000 "Run3" 13 "0%" "0" 0 0 0 1 0.022419
"1:158" "P05" 3469736 "Run3" 14 "100%" "3" 1 0 86 1 0.0108025
"1:159" "P05" 3495952 "Run3" 15 "50%" "0" 0 93 0 1 0.011877
"1:160" "P05" 3520192 "Run3" 16 "100%" "1" 1 0 9 1 0.0134578
"1:161" "P05" 3545535 "Run3" 17 "75%" "0" 0 91 0 1 0.0140337
"1:162" "P05" 3570023 "Run3" 18 "0%" "0" 0 0 0 1 0.0164247
"1:163" "P06" 2481837 "Run1" 1 "75%" "0" 0 60 0 1 0.0254302
"1:164" "P06" 2510925 "Run1" 2 "50%" "3" 1 0 67 1 0.03878
"1:165" "P06" 2537990 "Run1" 3 "100%" "2" 1 0 55 1 0.0259141
"1:166" "P06" 2563677 "Run1" 4 "75%" "0" 0 57 0 1 0.0241883
"1:167" "P06" 2599501 "Run1" 5 "50%" "0" 0 0 0 1 0.0247344
"1:168" "P06" 2634525 "Run1" 6 "50%" "0" 0 34 0 1 0.0292523
"1:169" "P06" 2661021 "Run1" 7 "75%" "1" 1 0 26 1 0.0279692
"1:170" "P06" 2688462 "Run1" 8 "75%" "0" 0 28 0 1 0.0235122
"1:171" "P06" 2714773 "Run1" 9 "25%" "0" 0 61 0 1 0.0253327
"1:172" "P06" 2743965 "Run1" 10 "25%" "0" 0 58 0 1 0.03168
"1:173" "P06" 2769837 "Run1" 11 "0%" "0" 0 40 0 1 0.0277892
"1:174" "P06" 2796333 "Run1" 12 "0%" "0" 0 36 0 1 0.0245221
"1:175" "P06" 2824965 "Run1" 13 "50%" "0" 0 25 0 1 0.0267343
"1:176" "P06" 2849821 "Run1" 14 "100%" "3" 1 0 70 1 0.0565096
"1:177" "P06" 2879469 "Run1" 15 "0%" "0" 0 31 0 1 0.0184512
"1:178" "P06" 2906717 "Run1" 16 "25%" "0" 0 0 0 1 0.0238343
"1:179" "P06" 2934638 "Run1" 17 "25%" "2" 1 0 35 1 0.0303568
"1:180" "P06" 2957605 "Run1" 18 "100%" "1" 1 0 23 1 0.0218625
"1:181" "P06" 3062885 "Run2" 1 "0%" "0" 0 0 0 1 0.0156302
"1:182" "P06" 3088189 "Run2" 2 "50%" "0" 0 20 0 1 0.0199079
"1:183" "P06" 3112260 "Run2" 3 "25%" "0" 0 13 0 1 0.0177283
"1:184" "P06" 3137669 "Run2" 4 "75%" "2" 1 0 47 1 0.0227582
"1:185" "P06" 3164597 "Run2" 5 "50%" "1" 1 0 18 1 0.0203668
"1:186" "P06" 3191284 "Run2" 6 "75%" "0" 0 18 0 1 0.0134728
"1:187" "P06" 3216692 "Run2" 7 "25%" "0" 0 15 0 1 0.0228419
"1:188" "P06" 3243988 "Run2" 8 "100%" "1" 1 0 14 1 0.0256321
"1:189" "P06" 3268556 "Run2" 9 "100%" "2" 1 0 46 1 0.0217853
"1:190" "P06" 3294732 "Run2" 10 "0%" "0" 0 0 0 1 0.0226257
"1:191" "P06" 3318932 "Run2" 11 "100%" "3" 1 0 76 1 0.0293367
"1:192" "P06" 3344868 "Run2" 12 "25%" "0" 0 26 0 1 0.0203863
"1:193" "P06" 3371116 "Run2" 13 "50%" "0" 0 58 0 1 0.0228676
"1:194" "P06" 3397220 "Run2" 14 "0%" "0" 0 22 0 1 0.0236475
"1:195" "P06" 3421276 "Run2" 15 "50%" "0" 0 56 0 1 0.0166116
"1:196" "P06" 3445020 "Run2" 16 "25%" "3" 1 0 71 1 0.0211275
"1:197" "P06" 3467316 "Run2" 17 "75%" "0" 0 69 0 1 0.0191864
"1:198" "P06" 3489996 "Run2" 18 "75%" "0" 0 75 0 1 0.0192193
"1:199" "P06" 3587709 "Run3" 1 "50%" "0" 0 66 0 1 0.0251435
"1:200" "P06" 3619260 "Run3" 2 "50%" "2" 1 0 67 1 0.0224266
"1:201" "P06" 3645068 "Run3" 3 "100%" "3" 1 0 89 1 0.0259467
"1:202" "P06" 3668748 "Run3" 4 "100%" "1" 1 0 15 1 0.0232542
"1:203" "P06" 3692740 "Run3" 5 "25%" "0" 0 61 0 1 0.0243267
"1:204" "P06" 3717324 "Run3" 6 "25%" "1" 1 0 18 1 0.0213232
"1:205" "P06" 3742292 "Run3" 7 "0%" "0" 0 63 0 1 0.0198495
"1:206" "P06" 3770756 "Run3" 8 "100%" "2" 1 0 35 1 0.0234554
"1:207" "P06" 3795036 "Run3" 9 "25%" "0" 0 83 0 1 0.0186164
"1:208" "P06" 3819140 "Run3" 10 "50%" "0" 0 63 0 1 0.0209264
"1:209" "P06" 3845228 "Run3" 11 "75%" "0" 0 87 0 1 0.0197619
"1:210" "P06" 3869388 "Run3" 12 "0%" "0" 0 37 0 1 0.0259789
"1:211" "P06" 3893420 "Run3" 13 "25%" "0" 0 57 0 1 0.0223239
"1:212" "P06" 3918668 "Run3" 14 "0%" "0" 0 37 0 1 0.0231996
"1:213" "P06" 3944236 "Run3" 15 "75%" "0" 0 33 0 1 0.0228657
"1:214" "P06" 3969476 "Run3" 16 "75%" "3" 1 0 88 1 0.0249521
"1:215" "P06" 3993220 "Run3" 17 "50%" "0" 0 81 0 1 0.022349
"1:216" "P06" 4015980 "Run3" 18 "75%" "0" 0 65 0 1 0.021289
"1:217" "P07" 2157860 "Run1" 1 "25%" "1" 1 0 3 1 0.0235662
"1:218" "P07" 2185716 "Run1" 2 "75%" "0" 0 27 0 1 0.0223571
"1:219" "P07" 2213852 "Run1" 3 "100%" "3" 1 0 86 1 0.0250879
"1:220" "P07" 2241660 "Run1" 4 "75%" "0" 0 64 0 1 0.0240539
"1:221" "P07" 2267204 "Run1" 5 "50%" "0" 0 22 0 1 0.0249162
"1:222" "P07" 2293180 "Run1" 6 "75%" "3" 1 0 87 1 0.0388094
"1:223" "P07" 2320276 "Run1" 7 "25%" "0" 0 36 0 1 0.0230272
"1:224" "P07" 2347748 "Run1" 8 "50%" "2" 1 0 53 1 0.0272605
"1:225" "P07" 2375740 "Run1" 9 "50%" "0" 0 79 0 1 0.0259694
"1:226" "P07" 2402804 "Run1" 10 "100%" "1" 1 0 0 1 0.0199029
"1:227" "P07" 2431860 "Run1" 11 "0%" "0" 0 63 0 1 0.0233155
"1:228" "P07" 2457340 "Run1" 12 "0%" "0" 0 58 0 1 0.0266155
"1:229" "P07" 2482661 "Run1" 13 "25%" "0" 0 70 0 1 0.0245445
"1:230" "P07" 2506828 "Run1" 14 "100%" "2" 1 0 53 1 0.0435047
"1:231" "P07" 2532764 "Run1" 15 "50%" "0" 0 61 0 1 0.0203599
"1:232" "P07" 2559308 "Run1" 16 "0%" "0" 0 23 0 1 0.0257885
"1:233" "P07" 2583756 "Run1" 17 "25%" "0" 0 41 0 1 0.0220003
"1:234" "P07" 2607252 "Run1" 18 "75%" "0" 0 68 0 1 0.0276661
"1:235" "P07" 2704004 "Run2" 1 "0%" "0" 0 58 0 1 0.0161507
"1:236" "P07" 2728572 "Run2" 2 "0%" "0" 0 36 0 1 0.0166553
"1:237" "P07" 2753324 "Run2" 3 "25%" "0" 0 70 0 1 0.0186822
"1:238" "P07" 2778372 "Run2" 4 "75%" "0" 0 31 0 1 0.0226597
"1:239" "P07" 2804979 "Run2" 5 "75%" "1" 1 0 12 1 0.0259076
"1:240" "P07" 2829515 "Run2" 6 "50%" "0" 0 64 0 1 0.0215609
"1:241" "P07" 2851243 "Run2" 7 "50%" "0" 0 54 0 1 0.0310655
"1:242" "P07" 2876179 "Run2" 8 "100%" "1" 1 0 6 1 0.0270437
"1:243" "P07" 2898227 "Run2" 9 "25%" "0" 0 68 0 1 0.022354
"1:244" "P07" 2922907 "Run2" 10 "100%" "3" 1 0 88 1 0.0649936
"1:245" "P07" 2948907 "Run2" 11 "50%" "3" 1 0 87 1 0.0609486
"1:246" "P07" 2972451 "Run2" 12 "100%" "2" 1 0 75 1 0.0320665
"1:247" "P07" 2999459 "Run2" 13 "0%" "0" 0 30 0 1 0.0303627
"1:248" "P07" 3027379 "Run2" 14 "75%" "0" 0 94 0 1 0.101546
"1:249" "P07" 3050987 "Run2" 15 "75%" "0" 0 78 0 1 0.0259921
"1:250" "P07" 3073459 "Run2" 16 "25%" "0" 0 55 0 1 0.0253949
"1:251" "P07" 3098435 "Run2" 17 "50%" "0" 0 89 0 1 0.0366485
"1:252" "P07" 3120531 "Run2" 18 "25%" "2" 1 0 69 1 0.0379879
"1:253" "P07" 3220187 "Run3" 1 "25%" "3" 1 0 85 1 0.0409467
"1:254" "P07" 3243787 "Run3" 2 "50%" "1" 1 0 12 1 0.0218117
"1:255" "P07" 3265515 "Run3" 3 "50%" "0" 0 54 0 1 0.0179553
"1:256" "P07" 3290683 "Run3" 4 "25%" "0" 0 83 0 1 0.0303532
"1:257" "P07" 3315659 "Run3" 5 "0%" "0" 0 28 0 1 0.0191978
"1:258" "P07" 3342012 "Run3" 6 "100%" "3" 1 0 88 1 0.129124
"1:259" "P07" 3369779 "Run3" 7 "0%" "0" 0 46 0 1 0.0169563
"1:260" "P07" 3395115 "Run3" 8 "75%" "0" 0 66 0 1 0.0251894
"1:261" "P07" 3418243 "Run3" 9 "100%" "2" 1 0 56 1 0.0273169
"1:262" "P07" 3443587 "Run3" 10 "75%" "0" 0 89 0 1 0.102972
"1:263" "P07" 3466083 "Run3" 11 "25%" "0" 0 63 0 1 0.0233709
"1:264" "P07" 3489939 "Run3" 12 "75%" "0" 0 54 0 1 0.0203819
"1:265" "P07" 3513371 "Run3" 13 "0%" "0" 0 20 0 1 0.023374
"1:266" "P07" 3537051 "Run3" 14 "50%" "0" 0 86 0 1 0.0279655
"1:267" "P07" 3561508 "Run3" 15 "25%" "0" 0 31 0 1 0.0226687
"1:268" "P07" 3588684 "Run3" 16 "75%" "2" 1 0 63 1 0.025027
"1:269" "P07" 3610723 "Run3" 17 "50%" "0" 0 64 0 1 0.0198539
"1:270" "P07" 3634403 "Run3" 18 "100%" "1" 1 0 13 1 0.0240354
"1:271" "P08" 2016017 "Run1" 1 "100%" "1" 1 0 47 1 0.010444
"1:272" "P08" 2042081 "Run1" 2 "50%" "0" 0 53 0 1 0.0118203
"1:273" "P08" 2064865 "Run1" 3 "50%" "0" 0 52 0 1 0.0133342
"1:274" "P08" 2088377 "Run1" 4 "100%" "2" 1 0 47 1 0.0101586
"1:275" "P08" 2111561 "Run1" 5 "50%" "0" 0 53 0 1 0.0121156
"1:276" "P08" 2134969 "Run1" 6 "100%" "3" 1 0 53 1 0.0114945
"1:277" "P08" 2159353 "Run1" 7 "0%" "0" 0 52 0 1 0.0309414
"1:278" "P08" 2183057 "Run1" 8 "75%" "0" 0 53 0 1 0.0166758
"1:279" "P08" 2206129 "Run1" 9 "75%" "0" 0 53 0 1 0.0162905
"1:280" "P08" 2231025 "Run1" 10 "50%" "2" 1 0 46 1 0.0116252
"1:281" "P08" 2255065 "Run1" 11 "25%" "0" 0 53 0 1 0.0094787
"1:282" "P08" 2278305 "Run1" 12 "25%" "0" 0 53 0 1 0.0105916
"1:283" "P08" 2300721 "Run1" 13 "0%" "0" 0 53 0 1 0.0157983
"1:284" "P08" 2325193 "Run1" 14 "75%" "1" 1 0 46 1 0.0183946
"1:285" "P08" 2350497 "Run1" 15 "25%" "0" 0 53 0 1 0.0132838
"1:286" "P08" 2375057 "Run1" 16 "75%" "0" 0 53 0 1 0.0133017
"1:287" "P08" 2398001 "Run1" 17 "25%" "3" 1 0 52 1 0.0182094
"1:288" "P08" 2421721 "Run1" 18 "0%" "0" 0 53 0 1 0.023594
"1:289" "P08" 2520033 "Run2" 1 "50%" "1" 1 0 47 1 0.0132037
"1:290" "P08" 2543593 "Run2" 2 "0%" "0" 0 52 0 1 0.0144665
"1:291" "P08" 2567761 "Run2" 3 "25%" "0" 0 52 0 1 0.0182197
"1:292" "P08" 2590081 "Run2" 4 "75%" "0" 0 53 0 1 0.0205085
"1:293" "P08" 2614641 "Run2" 5 "75%" "0" 0 53 0 1 0.0208137
"1:294" "P08" 2639033 "Run2" 6 "25%" "0" 0 53 0 1 0.0180081
"1:295" "P08" 2662889 "Run2" 7 "75%" "3" 1 0 52 1 0.0165005
"1:296" "P08" 2686585 "Run2" 8 "0%" "0" 0 52 0 1 0.00822382
"1:297" "P08" 2711009 "Run2" 9 "100%" "3" 1 0 52 1 0.0114015
"1:298" "P08" 2734025 "Run2" 10 "50%" "0" 0 53 0 1 0.0102876
"1:299" "P08" 2758281 "Run2" 11 "100%" "2" 1 0 53 1 0.0167026
"1:300" "P08" 2780905 "Run2" 12 "0%" "0" 0 52 0 1 0.0101806
"1:301" "P08" 2804625 "Run2" 13 "100%" "1" 1 0 48 1 0.013376
"1:302" "P08" 2829417 "Run2" 14 "25%" "0" 0 53 0 1 0.0123025
"1:303" "P08" 2855137 "Run2" 15 "50%" "0" 0 53 0 1 0.0106908
"1:304" "P08" 2878528 "Run2" 16 "50%" "0" 0 52 0 1 0.0195089
"1:305" "P08" 2903268 "Run2" 17 "75%" "0" 0 54 0 1 0.0110271
"1:306" "P08" 2925636 "Run2" 18 "25%" "2" 1 0 54 1 0.0145946
"1:307" "P08" 3023600 "Run3" 1 "100%" "1" 1 0 48 1 0.0138497
"1:308" "P08" 3050656 "Run3" 2 "75%" "0" 0 56 0 1 0.0107402
"1:309" "P08" 3075412 "Run3" 3 "0%" "0" 0 54 0 1 0.0141538
"1:310" "P08" 3099536 "Run3" 4 "75%" "0" 0 52 0 1 0.0115085
"1:311" "P08" 3123120 "Run3" 5 "25%" "1" 1 0 48 1 0.0133716
"1:312" "P08" 3146625 "Run3" 6 "50%" "0" 0 52 0 1 0.0100558
"1:313" "P08" 3169856 "Run3" 7 "50%" "0" 0 52 0 1 0.0169007
"1:314" "P08" 3193176 "Run3" 8 "100%" "3" 1 0 53 1 0.0182695
"1:315" "P08" 3216192 "Run3" 9 "0%" "0" 0 52 0 1 0.00908347
"1:316" "P08" 3238824 "Run3" 10 "25%" "0" 0 52 0 1 0.0117986
"1:317" "P08" 3262616 "Run3" 11 "0%" "0" 0 54 0 1 0.00957984
